Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long,geometry
118,2017.07.14,2017,Unprovoked,USA,Washington,"South Beach, Westport, Grays Harbor County",Surfing,M,,Pulled off board by shark but no injury,N,18:30,"White shark, ",,white shark,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
119,2017.07.14,2017,Unprovoked,Australia,Western Australia,Floreat Beach,Surfing,M,,"Minor injury, grazed by shark",N,11:45,Unknown,,,Jul,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
120,2017.07.11,2017,Boat,USA,California,"Santa Cruz, Santa Cruz County",Kayaking,M,,"No injury, kayak bitten",N,11:00,White shark,,white shark,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
121,2017.07.09,2017,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,M,46,Lower legs bitten,N,15:30,"Bull shark,  ",,bull shark,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
122,2017.07.07,2017,Provoked,Mexico,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,M,32,Hand bitten by hooked shark PROVOKED INCIDENT,N,15:30,"Tiger shark, kg",,tiger shark,Jul,MX,,22.5000485,-100.000037,POINT (-100.000037 22.5000485)
123,2017.07.07,2017,Unprovoked,South Africa,Eastern Cape Province,"Nahoon Reef, East London",Surfing,F,13,"No injury, shark bit surfboard",N,15:00,"White shark,",,white shark,Jul,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
124,2017.07.02,2017,Invalid,Comoros,Anjouan,Moya,Fishing,Unknown,,"Skull found in shark, a probable drowning & scavenging",Unknown,15:00,Shark involvement prior death not confirmed,,,Jul,KM,AF,-12.2045176,44.2832964,POINT (44.2832964 -12.2045176)
125,2017.06.29,2017,Invalid,USA,South Carolina,Wrightsville Beach,Fishing,M,,"Arm injured by hook, not by a shark",Unknown,19:30,No shark invovlement ,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
126,2017.06.21,2017,Unprovoked,USA,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,F,16,Left foot bitten,N,19:30,Unknown,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
127,2017.06.19,2017,Unprovoked,USA,Florida,"Singer Island, Palm Beach County",Surfing,M,,1 to 2-inch laceration behind knee,N,08:30,Unknown,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
128,2017.06.18,2017,Unprovoked,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,F,14,Leg bitten,N,08:30,"Bull shark,  ",,bull shark,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
129,2017.06.18,2017,Unprovoked,Reunion,Unknown,Roches Noire,Surfing,M,34,"No injury, shark bit surfboard ",N,10:00,"Bull shark, ",,bull shark,Jun,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
130,2017.06.17,2017,Unprovoked,Spain,Ibiza Island,Playa d’en Bossa,Swimming,M,82,2-inch laceration to hand,N,12:00,Unknown,,,Jun,ES,EU,39.3260685,-4.8379791,POINT (-4.8379791 39.3260685)
131,2017.06.05,2017,Unprovoked,French Polynesia,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,M,,Injuries to hand and wrist,N,12:00,Unknown,,,Jun,PF,OC,-16.03442485,-146.0490931059517,POINT (-146.0490931059517 -16.03442485)
132,2017.06.14,2017,Unprovoked,Bahamas,Unknown,,Feeding,F,,Fingernail pulled off ,N,12:00,Unknown,,,Jun,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
133,2017.06.11,2017,Unprovoked,Australia,Western Australia,"Point Casuarina, Bunbury",Surfing,M,48,"No injury, board bitten",N,08:30,"White shark,",,white shark,Jun,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
134,2017.06.10,2017,Unprovoked,Australia,Victoria,"Flinders, Mornington Penisula",Surfing,F,,"No injury, knocked off board",N,15:45,Seven-gill shark,,,Jun,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
135,2017.06.10,2017,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,19,Laceration to left foot,N,10:00,Unknown,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
136,2017.06.07,2017,Unprovoked,United Kingdom,South Devon,Bantham Beach,Surfing,M,30,"Bruise to leg, cuts to hand sustained when he hit the shark",N,10:00," shark, probably smooth hound",,,Jun,GB,EU,54.7023545,-3.2765753,POINT (-3.2765753 54.7023545)
137,2017.06.04,2017,Unprovoked,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,,Laceration to shin,N,10:00, shark,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
138,2017.06.02,2017,Unprovoked,Bahamas,New Providence ,Athol Island,Snorkeling,F,32,Right forearm severed ,N,S:ortly before 12:00,Tiger shark,,tiger shark,Jun,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
139,2017.05.30,2017,Provoked,USA,South Carolina,"Awendaw, Charleston County",Touching,F,20,Right hand bitten by hooked shark PROVOKED INCIDENT,N,S:ortly before 12:00, shark,,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
140,2017.05.28,2017,Unprovoked,USA,Florida,Off Jupiter,Feeding,M,,Lacerations to right arm,N,08:30,Tiger shark,,tiger shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
141,2017.05.27,2017,Invalid,Australia,New South Wales,Evans Head,Fishing,M,73,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,N,08:30,Unknown,,,May,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
142,2017.05.12,2017,Unprovoked,United Arab Emirates,"Sharjah, ",Khor Fakkan,Spearfishing,M,41,Right leg severely bitten,N,08:30,Unknown,,,May,AE,AS,24.0002488,53.9994829,POINT (53.9994829 24.0002488)
143,2017.05.06,2017,Provoked,Australia,Queensland,Weipa,Attempting,M,29,Thigh nipped PROVOKED INCIDENT,N,08:30, shark,,,May,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
144,2017.05.06,2017,Unprovoked,Mexico,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,33,FATAL,Y,17:00,Unknown,FATAL,,May,MX,,22.5000485,-100.000037,POINT (-100.000037 22.5000485)
145,2017.05.03,2017,Invalid,USA,California,"Sunset Beach, Orange County",Surfing,F,18,"Laceration to thigh, likely caused by surfboard fin",Unknown,14:30,Shark involvement highly doubtful,,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
146,2017.04.29,2017,Unprovoked,USA,California,"San Onofre, San Diego County ",Swimming,F,,Major injury to posterior thigh,N,17:34,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
147,2017.04.29,2017,Unprovoked,South Africa,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,M,14,Minor injury to right calf,N,17:10,Unknown,,,Apr,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
148,2017.04.29,2017,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Surfing,F,33,Left foot bitten,N,11:00,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
149,2017.04.29,2017,Unprovoked,Reunion,Saint-Leu,Pointe au Sal,Surfing,M,28,FATAL,Y,11:15,Unknown,FATAL,,Apr,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
150,2017.04.27,2017,Unprovoked,New Zealand,South Island,"Porpoise Bay, Catlins",Surfing,F,20s,Puncture wounds & laceration above knee,N,14:00,Unknown,,,Apr,NZ,OC,-41.5000831,172.8344077,POINT (172.8344077 -41.5000831)
151,2017.04.26,2017,Invalid,USA,Florida,,Photo,F,,Alleged laceration to left ankle,Unknown,14:00,No shark invovlement - it ws publicity stunt,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
152,2017.04.22,2017,Unprovoked,"Saint Helena, Ascension and Tristan da Cunha",Ascension Island,English Bay,Snorkeling,F,40,Calf & foot bitten,N,16:00,Unknown,,,Apr,SH,AF,-15.96545515,-5.702575637953244,POINT (-5.702575637953244 -15.96545515)
153,2017.04.20,2017,Invalid,USA,South Carolina,Georgetown County,Swimming,M,,Laceration & puncture wounds to left foot,Unknown,08:50,Shark involvement not confirmed,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
154,2017.04.17,2017,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Unknown,Unknown,,Minor bite to the foot,N,18:30,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
155,2017.04.17,2017,Unprovoked,Australia,Western Australia,Kelpies near Wylie Bay,Surfing,F,17,FATAL,Y,16:00,White shark,FATAL,white shark,Apr,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
156,2017.04.14,2017,Unprovoked,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,M,28,Lower right leg severely injured,N,09:00,"Tiger shark, '",,tiger shark,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
157,2017.04.13,2017,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,17,Lacerations to right foot,N,13:30,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
158,2017.04.12,2017,Unprovoked,USA,Florida,St. Augustine,Surfing,F,,Lacerations to right foot,N,13:45,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
159,2017.04.12,2017,Invalid,South Africa,KwaZulu-Natal,Protea Banks,Diving,M,68,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",Unknown,13:45,Shark involvement prior death not confirmed,FATAL,,Apr,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
160,2017.04.11,2017,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,F,35,Calf bitten,N,16:00,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
161,2017.04.10,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,F,10,Laceration to calf,N,17:45,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
162,2017.04.10,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,21,Minor injury to left hand,N,17:00,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
163,2017.04.06,2017,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,16,Foot injured,N,17:00,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
164,2017.04.05,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,51,"Thigh nipped, minor injury",N,13:00,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
165,2017.04.02,2017,Unprovoked,Australia,Queensland,Moreton Bay,Kakaying,M,39,"No injury, shark bit off stern of kayak",N,18:30,Unknown,,,Apr,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
166,2017.04.02,2017,Unprovoked,USA,Florida,"Destin, Okaloosa County",Swimming,F,17,Lacerations to thighs,N,15:00,"Bull shark,  ",,bull shark,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
167,2017.03.27,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,58,Minor injury to left foot,N,10:00,Unknown,,,Mar,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
168,2017.03.19,2017,Unprovoked,Australia,New South Wales,The Farm,Surfing,M,30,Minor,N,18:30,Unknown,,,Mar,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
169,2017.03.18,2017,Boat,USA,California,Monterey Bay,Kayaking,M,,"No injury, kayak bitten",N,14:30,White shark,,white shark,Mar,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
170,2017.03.11,2017,Unprovoked,Philippines,Luzon Island,"Villamar, Caoayan",Spearfishing,M,25,Right thigh injured ,N,14:30,shark,,,Mar,PH,AS,12.7503486,122.7312101,POINT (122.7312101 12.7503486)
171,2017.03.09,2017,Unprovoked,Bahamas,Great Exuma,,Washing,M,58,Abrasions & lacerations to left leg and hand,N,14:30,Lemon shark,,lemon shark,Mar,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
172,2017.02.25,2017,Unprovoked,Australia,Western Australia,Mauds Point,Snorkeling,F,,Hand bitten,N,08:30,"Bull shark, 5",,bull shark,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
173,2017.02.24,2017,Unprovoked,Australia,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,M,,"No injury, shark struck board",N,08:30,Unknown,,,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
174,2017.02.21,2017,Unprovoked,Reunion,Saint-Andre,,Surfing,M,26,Fatal,Y,09:30,Unknown,FATAL,,Feb,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
175,2017.02.17,2017,Unprovoked,Australia,Queensland,Eva Rock,Spearfishing,M,26,Left leg severely bitten,N,10:20,Unknown,,,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
176,2017.02.11,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,22,Injury to hand,N,13:30,Unknown,,,Feb,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
177,2017.02.06,2017,Provoked,Brazil,Pernambuco,Fernando de Noronha Marine Park,Grabbing,F,,"Minor injury to finger, PROVOKED INCIDENT",N,18:30,Lemon shark pup,,lemon shark,Feb,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
178,2017.02.06,2017,Boat,South Africa,KwaZulu-Natal,Eastmoor Crescent Beach,Kayaking,M,,"Shark damaged kayak, no injury to occupant",N,18:30,Tiger shark,,tiger shark,Feb,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
179,2017.02.01,2017,Boat,USA,South Carolina,16 miles off Hilton Head,Tagging,Unknown,,"Shark bit boat, no injury to occupants",N,18:30,"White shark, female, '",,white shark,Feb,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
180,2017.02.01,2017,Unprovoked,Bahamas,Bimini,,Diving,M,37,Lacerations to upper right arm,N,18:30,Caribbean reef shark,,caribbean reef shark,Feb,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
181,2017.01.24,2017,Unprovoked,Brazil,Pernambuco,"Boa Viagem, Recife",Swimming,M,21,Minor laceration to ring finger,N,13:20,Unknown,,,Jan,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
182,2017.01.22,2017,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Unknown,M,Teen,Puncture wounds to lower arm or hand,N,14:00,Unknown,,,Jan,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
183,2017.01.21,2017,Unprovoked,Australia,Queensland,"Boot Reef, Torres Strait",Diving,M,55,"Multiple injuries to arm, wrist and torso",N,12:00,"Bull shark,",,bull shark,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
184,2017.01.13,2017,Unprovoked,Australia,Queensland,Clairview,Swimming,M,57,Injury to hand,N,13:30,Unknown,,,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
185,2017.01.13,2017,Unprovoked,USA,Florida,Jensen Beach,Unknown,M,,Minor injury to hand,N,08:30,Unknown,,,Jan,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
186,2017.01.09,2017,Unprovoked,Indonesia,Bali,Balian Beach,Surfing,M,48,Injury to right wrist & forearm,N,07:30,"Bull shark,",,bull shark,Jan,ID,AS,-2.4833826,117.8902853,POINT (117.8902853 -2.4833826)
187,2017.01.08,2017,Invalid,Australia,Queensland,,Spearfishing,M,35,"No attack, shark made a threat display",Unknown,07:30,Bull shark,,bull shark,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
188,2017.01.05,2017,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,M,47,Minor injuries to foot,N,12:30,Unknown,,,Jan,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
189,2017.01.03,2017,Invalid,Australia,New South Wales,Merimbula,Wading,M,20,Minor injuries to foot & toes,Unknown,18:00,Shark involvement not confirmed,,,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
190,2016.12.27,2016,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,16,Lacerations to right forearm,N,17:00,Unknown,,,Dec,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
191,2016.12.24,2016,Unprovoked,Australia,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,,Buttock bitten,N,08:30,small shark,,,Dec,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
192,2016.12.19,2016,Unprovoked,South Africa,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surfing,M,55,"No injury, but ski severely damaged",N,07:00,"White shark,",,white shark,Dec,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
193,2016.12.14,2016,Unprovoked,Australia,Western Australia,Trigg Beach,Free,M,61,Punctures to left foot/ankle,N,09:30,Unknown,,,Dec,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
194,2016.12.11,2016,Unprovoked,French Polynesia,Tuamotos,Takapoto Atoll,Fishing,M,40s,Hand injured?,N,09:30,Unknown,,,Dec,PF,OC,-16.03442485,-146.0490931059517,POINT (-146.0490931059517 -16.03442485)
195,2016.12.11,2016,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Cuts to right ankle & foot,Unknown,18:30,Shark involvement not confirmed,,,Dec,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
196,2016.12.06,2016,Provoked,Australia,New South Wales,Merimbula,Surfing,M,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,02:00,"Wobbegong shark, ",,wobbegong shark,Dec,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
197,2016.12.01,2016,Unprovoked,Australia,New South Wales,Booti Booti National Park,Surfing,M,65,Injuries to foot & arm,N,09:00,White shark,,white shark,Dec,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
198,2016.11.28,2016,Provoked,Australia,Victoria,Queenscliff,Fishing,M,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,11:00,"Broadnose sevengill shark,",,,Nov,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
199,2016.11.14,2016,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Bathing,F,58,Injuries to right calf and thigh,N,10:30,Tiger shark,,tiger shark,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
200,2016.10.30,2016,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,M,41,Lacerations to right foot and ankle,N,18:30,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
201,2016.10.29,2016,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,Surfing,M,42,Lacerations to right hand,N,18:30,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
202,2016.10.24,2016,Unprovoked,Australia,New South Wales,Broken Head Beach,Surfing,M,36,Lacerations to left thigh,N,07:30,Unknown,,,Oct,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
203,2016.10.21,2016,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,M,36,Left arm and leg injured,N,17:00,  shark,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
204,2016.10.15,2016,Unprovoked,Australia,Queensland,"Kings Beach, Caloundra",Surfing,M,,Torso nipped,N,18:00,Unknown,,,Oct,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
205,2016.10.14,2016,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,66,Injuries to left calf,N,09:50,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
206,2016.10.13,2016,Invalid,Mexico,Unknown,Guadalupe Island,Cage,M,,"Shark breached cage, no injury to diver",Unknown,09:50,White shark,,white shark,Oct,MX,,22.5000485,-100.000037,POINT (-100.000037 22.5000485)
207,2016.10.12,2016,Unprovoked,Australia,New South Wales,"Sharpes Beach, Ballina",Surfing,M,25,Minor wound to lower right leg & surfboard bitten,N,10:30,Unknown,,,Oct,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
208,2016.10.10,2016,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,29,Wounds to upper thigh and lower leg,N,16:00,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
209,2016.10.02,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cuts to dorsal surface of left foot,N,11:30,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
210,2016.10.01,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfingng,M,32,Minor injuries,N,17:30,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
211,2016.09.26,2016,Unprovoked,Australia,New South Wales,"Lighthouse Beach, Ballina",Surfing,M,17,4 deep lacerations to thigh,N,9:00,"White shark,",,white shark,Sep,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
212,2016.09.18,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Minor injury to thigh,N,13:00,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
213,2016.09.18,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,36,Lacerations to hands,N,11:00,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
214,2016.09.18,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,43,Lacerations to lower leg,N,10:43,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
215,2016.09.17,2016,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,43,"No injury, board bitten",N,After noon,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
216,2016.09.17,2016,Unprovoked,Australia,Victoria,Thirteenth Beach,Surfing,M,,Struck by fin on chest & leg,N,After noon,Unknown,,,Sep,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
