Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long,geometry
4626,1945.00.00,1945,Unprovoked,Jamaica,Unknown,,Diving,M,,Hand severed,N,16:30,Unknown,,,,JM,,18.1850507,-77.3947693,POINT (-77.39476929999999 18.1850507)
4627,1945.00.00,1945,Unprovoked,Cuba,Havana Province,Cojimar,"Playing,&",M,,FATAL,Y,16:30,Unknown,FATAL,,,CU,,23.0131338,-80.8328748,POINT (-80.8328748 23.0131338)
4628,1945.00.00,1945,Unprovoked,Panama,Colon Province,"Mouth of Rio Dudio, 50 miles west of the city of Colon",Bathing,F,8 or 10,Foot bitten,N,16:30,Unknown,,,,PA,,8.559559,-81.1308434,POINT (-81.1308434 8.559559)
4629,1945.00.00,1945,Unprovoked,Iraq,Basrah,Shatt-al Arab River,Swimming,M,15,Left foot bitten,N,12:00,Bull shark,,bull shark,,IQ,AS,33.0955793,44.1749775,POINT (44.1749775 33.0955793)
4630,1944.12.18,1944,Sea Disaster,Philippines,300 miles east of Luzon,USS Hull DD-350 was one of 3 destroyers that capsized in Typhoon Cobra,Swimming,M,19,Arm bitten,N,12:00, shark,,,Dec,PH,AS,12.7503486,122.7312101,POINT (122.7312101 12.7503486)
4631,1944.12.02,1944,Provoked,USA,Florida,3 miles north of the inlet at Palm Beach,Fishing,Unknown,,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT",N,12:00,"Tiger shark, ,   ",,tiger shark,Dec,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
4632,1944.11.08,1944,Sea Disaster,Sierra Leone,Western Area,Freetown,Unknown,M,18,FATAL,Y,12:00,Unknown,FATAL,,Nov,SL,AF,8.6400349,-11.8400269,POINT (-11.8400269 8.6400349)
4633,1944.11.01,1944,Invalid,Australia,Queensland,Maroochydore Beach,Swimming,M,,Probable drowning & scavenging,Unknown,12:00,Unknown,,,Nov,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
4634,1944.10.26,1944,Sea Disaster,Philippines,Unknown,,"USS&/24/1944,.",M,,When survivors werer rescued on 10/27/1944 by PC 623 there were many sharks in the area,Y,12:00,Unknown,,,Oct,PH,AS,12.7503486,122.7312101,POINT (122.7312101 12.7503486)
4635,1944.10.26,1944,Sea Disaster,Philippines,Bernardino Strait near Gulf of Leyte,,USS/24/1944.&,M,,"FATAL, both were killed by sharks",Y,12:00,Unknown,FATAL,,Oct,PH,AS,12.7503486,122.7312101,POINT (122.7312101 12.7503486)
4636,1944.10.25,1944,Sea Disaster,Philippines,Off Samar Island in the Gulf of Leyte,,USS/24/1944..,M,,"Clinton was bitten on his back, 2 others did not survive",Y,12:00,Unknown,,,Oct,PH,AS,12.7503486,122.7312101,POINT (122.7312101 12.7503486)
4637,1944.10.25,1944,Unprovoked,Philippines,Unknown,Off Cape Engano,Parachuted,M,,"Shark grazed leg, leaving toothmarks",N,12:00,Unknown,,,Oct,PH,AS,12.7503486,122.7312101,POINT (122.7312101 12.7503486)
4638,1944.10.24,1944,Sea Disaster,Unknown,Unknown,225 miles east of Hong Kong,Japanese,M,,Most of the men drowned & some were taken by sharks. Only only nine men survived,Y,17:30,Unknown,,,Oct,Unknown,Unknown,25.029422,-77.36195598496681,POINT (-77.36195598496681 25.029422)
4639,1944.10.23,1944,Boat,Australia,Queensland,Tewantin,Fishing,Unknown,,No injury to occupants; shark bit dinghy leaving tooth fragments in  its woodwork,N,17:30,Unknown,,,Oct,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
4640,1944.09.03,1944,Unprovoked,USA,Maryland,North Beach,Swimming,M,13,Laceration to right lower leg,N,17:30,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
4641,1944.09.00,1944,Unprovoked,Caribbean Sea,Unknown,,Fell,M,,FATAL,Y,17:30,Unknown,FATAL,,Sep,Unknown,Unknown,15.0000001,-75.0000001,POINT (-75.00000009999999 15.0000001)
4642,1944.08.20,1944,Unprovoked,South Africa,KwaZulu-Natal,Margate,Swimming,M,19,"FATAL, body not recovered",Y,14:00,Unknown,FATAL,,Aug,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4643,1944.07.22,1944,Unprovoked,South Africa,Western Cape Province,Hartenbos,Swimming,M,17,"FATAL, body not recovered",Y,16:30,"White shark, according witnesses",FATAL,white shark,Jul,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4644,1944.06.23,1944,Invalid,North Pacific Ocean,Unknown,Aircraft went down on 6/12/1944. He survived on raft for 11 days and was 150 miles off Guam when rescued,Unknown,M,,"When picked up by the USS Boyd DD 44 on 6/23/1944 his raft was ""surrounded by sharks""",Unknown,16:30,Invalid,,,Jun,Unknown,Unknown,30.0,-170.0,POINT (-170 30)
4645,1944.05.31,1944,Unprovoked,USA,Florida,"Atlantic Beach, Mayport,  Duval County",Bathing,F,15,Left calf bitten,N,16:30,blacktip shark or spinner shark,,blacktip shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
4646,1944.05.24,1944,Unprovoked,Samoa,Unknown,,Unknown,Unknown,,Minor injury when shark tore off his boot,N,16:30, shark,,,May,WS,OC,-13.7693895,-172.12005,POINT (-172.12005 -13.7693895)
4647,1944.05.04,1944,Unprovoked,Panama,Caribbean Sea,,Washed,M,,"FATAL. His back was bitten as he was being towed to ship by rescuer, Lieut (j.g.) Stanley Kurta, then the shark pulled him below the surface. ",Y,16:30,"White shark, ",FATAL,white shark,May,PA,,8.559559,-81.1308434,POINT (-81.1308434 8.559559)
4648,1944.04.00,1944,Unprovoked,Nicaragua,Lake Nicaragua (fresh water),,Unknown,Unknown,,Some killed & others severely injured,Y,16:30,Bull sharks  in length,,bull shark,Apr,NI,,12.6090157,-85.2936911,POINT (-85.2936911 12.6090157)
4649,1944.03.26,1944,Unprovoked,South Africa,KwaZulu-Natal,"Country Club Beach, Durban",Treading,M,18,Left thigh bitten,N,17:30,Unknown,,,Mar,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4650,1944.03.26,1944,Unprovoked,South Africa,KwaZulu-Natal,"North Beach, Durban",Standing,M,23,"FATAL, left thigh & calf bitten  ",Y,10:00,Unknown,FATAL,,Mar,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4651,1944.03.14,1944,Unprovoked,South Africa,KwaZulu-Natal,"Country Club Beach, Durban",Treading,M,16,Ankle severely lacerated,N,17:30,Unknown,,,Mar,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4652,1944.02.27,1944,Unprovoked,South Africa,Western Cape Province,False Bay,Treading,M,,Foot & ankle lacerated,N,14:30,shark,,,Feb,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4653,1944.02.18,1944,Unprovoked,India,Unknown,"Triplicane Beach, Chennai",Bathing,M,12,FATAL,Y,14:30,Unknown,FATAL,,Feb,IN,AS,22.3511148,78.6677428,POINT (78.6677428 22.3511148)
4654,1944.01.20,1944,Unprovoked,South Africa,KwaZulu-Natal,"North Beach, Durban",Surfing,M,22,"FATAL, right thigh lacerated, femoral artery severed ",Y,13:15,Unknown,FATAL,,Jan,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4655,1944.01.16,1944,Boat,Australia,Western Australia,"Cottesloe, Perth",Fishing,M,,"No injury, shark took day's catch & struck boat",N,13:15,shark,,,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
4656,1944.01.14,1944,Unprovoked,Australia,New South Wales,"First Beach, Forster",Surfing,M,14,"Both legs bitten, one surgically amputated",N,17:00,Unknown,,,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
4657,1944.01.04,1944,Unprovoked,South Africa,KwaZulu-Natal,"North Beach, Durban",Swimming,M,26,"FATAL, leg bitten knee to ankle & posterior tibial artery severed; died of toxemia 2 days later ",Y,17:50,Unknown,FATAL,,Jan,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4658,1944.00.00,1944,Sea Disaster,South Pacific Ocean,Unknown,,Adrift,M,,FATAL            Arm severed,Y,17:50,Unknown,FATAL,,,Unknown,Unknown,-45.0,-130.0,POINT (-130 -45)
4659,1944.00.00,1944,Sea Disaster,Italy,Adriatic Sea,,B,M,,FATAL,Y,17:50,Unknown,FATAL,,,IT,EU,42.6384261,12.674297,POINT (12.674297 42.6384261)
4660,1944.00.00,1944,Unprovoked,Papua New Guinea,Pacific Ocean,,Fell,M,,FATAL,Y,17:50,Unknown,FATAL,,,PG,OC,-5.6816069,144.2489081,POINT (144.2489081 -5.6816069)
4661,1943.12.12,1943,Unprovoked,South Africa,KwaZulu-Natal,"Inyoni Rocks, Amazimtoti ",Treading,M,17,"FATAL, abdomen, buttock & thigh lacerated  ",Y,11:30,Unknown,FATAL,,Dec,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4662,1943.12.04,1943,Sea Disaster,USA,South Carolina,Off Charleston,The,M,,"Of the 18 crew who survived the sinking, 10 were taken by sharks. Cabarrocas was bitten but survived",Y,11:30,Unknown,,,Dec,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
4663,1943.11.21,1943,Unprovoked,South Africa,Eastern Cape Province,Kei River Mouth,Swimming,M,,Right foot lacerated,N,11:30,Unknown,,,Nov,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4664,1943.11.11,1943,Sea Disaster,Pacific Ocean,Near the Fiji Islands,22º08'S  : 178º06'W,The&,M,,"Of the 1,429 people on board, only 448 survived. Sharks were attacking survivors as they were being rescued",Y,11:30,Unknown,,,Nov,Unknown,Unknown,-0.703107,-120.9375,POINT (-120.9375 -0.703107)
4665,1943.10.26,1943,Invalid,USA,Florida,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,Unknown,M,,"Hand, forearm, leg and pelvis recovered from 4.25 m  [14'] shark caught at Baker’s Haulover, Miami Beach on 26-Oct-1943",Unknown,11:30,Shark involvement prior death unconfirmed,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
4666,1943.09.23,1943,Unprovoked,Panama,Gulf of Panama,"North shore of Rey Island, Las Perlas archipelago",Diving,M,20,"FATAL, left leg  & shoulder bitten  ",Y,14:35,"White shark,  (Tooth fragment recovered frovictim's shoulder & identified by J.T. Nicholls)",FATAL,white shark,Sep,PA,,8.559559,-81.1308434,POINT (-81.1308434 8.559559)
4667,1943.08.00,1943,Sea Disaster,Italy,40 miles south of Naples ,Tyrrhenian Sea,Flying.,M,,"Bitten on arms, hands & feet while awaiting rescue",N,14:35,Unknown,,,Aug,IT,EU,42.6384261,12.674297,POINT (12.674297 42.6384261)
4668,1943.07.18,1943,Sea Disaster,USA,Florida,"40 miles off Islamorada, near Cay Sal",Treading,M,,FATAL,Y,14:35,Unknown,FATAL,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
4669,1943.07.00,1943,Boat,Portugal,Unknown,Sines,Fishing,Unknown,,No injury to occupants,N,14:35,Unknown,,,Jul,PT,EU,40.0332629,-7.8896263,POINT (-7.8896263 40.0332629)
4670,1943.07.00,1943,Invalid,Mexico,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,68,"No injury, a shark made a threat display",Unknown,Between 11:00 & 12:00,Invalid,,,Jul,MX,,22.5000485,-100.000037,POINT (-100.000037 22.5000485)
4671,1943.06.16,1943,Boat,Australia,Tasmania,Triabunna,Fishing,M,18,"No injury to occupant, shark grabbed rudder and dragged the dinghy stern-first",N,Between 11:00 & 12:00,"White shark,, kg,ale",,white shark,Jun,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
4672,1943.05.27,1943,Invalid,Pacific Ocean,Unknown,,B.,M,,Survived,Unknown,Between 11:00 & 12:00,Invalid,,,May,Unknown,Unknown,-0.703107,-120.9375,POINT (-120.9375 -0.703107)
4673,1943.05.17,1943,Sea Disaster,Central Pacific,Unknown,68 miles east of Wallis Island,"S2N,.H.&.G.",M,26,"Jaw dislocated & contusions from many blows on legs & body by shark fins, rescued after 14 hours",N,Between 11:00 & 12:00,Unknown,,,May,Unknown,Unknown,1.36449615,173.11839733239725,POINT (173.1183973323973 1.36449615)
4674,1943.05.17,1943,Sea Disaster,Central Pacific,Unknown,68 miles east of Wallis Island,"S2N,.H.&.G.",M,,"FATAL, right leg & left thigh bitten  ",Y,Between 11:00 & 12:00,Unknown,FATAL,,May,Unknown,Unknown,1.36449615,173.11839733239725,POINT (173.1183973323973 1.36449615)
4675,1943.05.14,1943,Sea Disaster,Australia,Queensland,Off Brisbane,Hospital&,M,F,FATAL,Y,After 04:00,Unknown,FATAL,,May,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
4676,1943.05.01,1943,Sea Disaster,Indian Ocean,Unknown,,ship.,M,,"Leg, foot & arm bitten",N,After 04:00,Blue shark,,blue shark,May,Unknown,Unknown,-9.9999999,69.9999999,POINT (69.99999990000001 -9.999999900000001)
4677,1943.04.05,1943,Invalid,USA,Hawaii,"3 miles from shore off McGregor Point, Maui","Small,",M,,On 29-Apr-1943 his remains (right forearm & swim trunks) were found in 4.9 m [16'] shark’s gut,Unknown,After 04:00,Shark involvement prior death unconfirmed,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
4678,1943.03.21,1943,Unprovoked,South Africa,KwaZulu-Natal,"North Beach, Durban",Swimming,M,31,"FATAL, thigh lacerated, both calves bitten  ",Y,16:10,Unknown,FATAL,,Mar,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4679,1943.03.14,1943,Sea Disaster,Sierra Leone,Unknown,,"The,516",Unknown,,"Of the 1346 on board, 392 perished including 90 women & 44 crew. 1 person known to have been fatally injured by a shark.",Y,16:10,Unknown,FATAL,,Mar,SL,AF,8.6400349,-11.8400269,POINT (-11.8400269 8.6400349)
4680,1943.03.02,1943,Sea Disaster,Brazil,Unknown,Near the Abrolhos Archipelago ,The&,Unknown,,"33 crew & 92 passengers were lost, it was thought that some were killed by sharks  FATAL",Y,19:00,Unknown,FATAL,,Mar,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
4681,1943.03.02,1943,Sea Disaster,Papua New Guinea,Morobe Province, Huon Gulf,"Known:,&.",Unknown,,"An estimated  3,000 to 7,000 Japanese troops perished, some were taken by sharks",Y,19:00,Unknown,,,Mar,PG,OC,-5.6816069,144.2489081,POINT (144.2489081 -5.6816069)
4682,1943.01.26,1943,Sea Disaster,Pacific Ocean,Northwest of Papua New Guinea,,The&,M,,FATAL,Y,19:00,Unknown,FATAL,,Jan,Unknown,Unknown,-0.703107,-120.9375,POINT (-120.9375 -0.703107)
4683,1943.00.00,1943,Unprovoked,Mexico,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,Unknown,,FATAL,Y,19:00,Unknown,FATAL,,,MX,,22.5000485,-100.000037,POINT (-100.000037 22.5000485)
4684,1943.00.00,1943,Unprovoked,Solomon Islands,Unknown,Guadalcanal,Swimming,M,,Arm severed,N,19:00,Unknown,,,,SB,OC,-8.7053941,159.1070693851845,POINT (159.1070693851845 -8.705394099999999)
4685,1943.00.00,1943,Unprovoked,Iraq,Unknown,River Tigris,Swimming,M,22,"Right arm severed, left foot bitten",N,19:00,Unknown,,,,IQ,AS,33.0955793,44.1749775,POINT (44.1749775 33.0955793)
4686,1943.00.00,1943,Unprovoked,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,,Calf nipped in each case,N,19:00,small sharks,,,,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
4687,1943.00.00,1943,Unprovoked,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,,Calf nipped in each case,N,19:00,small sharks,,,,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
4688,1943.00.00,1943,Unprovoked,USA,Hawaii,"Midway, Northwestern Hawaiian Islands",Unknown,M,,"Unprovoked, but circumstances unknown",Unknown,19:00,Unknown,,,,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
4689,1942.12.26,1942,Unprovoked,Australia,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",Dog,F,15,"FATAL, legs bitten ",Y,10:50,Bull shark,FATAL,bull shark,Dec,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
4690,1942.11.28,1942,Sea Disaster,South Africa,KwaZulu-Natal,50 km off St. Lucia,U&,M,,"192 survived, but 750 perished. Many were taken by sharks, including Levine",Y,09:30," sharks,ost were oceanic whitetip sharks",,oceanic whitetip shark,Nov,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4691,1942.11.25,1942,Unprovoked,South Africa,KwaZulu-Natal,Umkomaas,Swimming,M,38,"Calf bitten, leg surgically amputated",N,09:30,Unknown,,,Nov,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4692,1942.11.16,1942,Sea Disaster,Solomon Islands,Unknown,Battle of Guadalcanal,Thrown,M,19,Hip bitten,N,09:30,Unknown,,,Nov,SB,OC,-8.7053941,159.1070693851845,POINT (159.1070693851845 -8.705394099999999)
4693,1942.11.21,1942,Sea Disaster,Indian Ocean,Unknown,Bound from Cape Town for St. Helena,"On,,&.,&",M,,FATAL,Y,09:30,Unknown,FATAL,,Nov,Unknown,Unknown,-9.9999999,69.9999999,POINT (69.99999990000001 -9.999999900000001)
4694,1942.11.13,1942,Sea Disaster,Solomon Islands,Unknown,Off Guadalcanal,"Anti(CL,),(Battle)&,,..",M,,"Injured by sharks, but managed to swim ashore 6.5 hours later",N,09:30,Unknown,,,Nov,SB,OC,-8.7053941,159.1070693851845,POINT (159.1070693851845 -8.705394099999999)
4695,1942.11.13,1942,Sea Disaster,Solomon Islands,Unknown,"North of Guadalcanal, Solomon Islands while enroute to Vanuatu",Explosion&,M,,"Over a period of a week men in the water died of wounds, thirst & sharks. George Sullivan, the last of the Sullivan brothers, survived for 5 days & then was killed by 3 sharks.",Y,11:01 -time of s:ip sinking,Unknown,,,Nov,SB,OC,-8.7053941,159.1070693851845,POINT (159.1070693851845 -8.705394099999999)
4696,1942.11.13,1942,Sea Disaster,Solomon Islands,Unknown,Off Savo Island,Unknown,M,,FATAL,Y,11:01 -time of s:ip sinking,Unknown,FATAL,,Nov,SB,OC,-8.7053941,159.1070693851845,POINT (159.1070693851845 -8.705394099999999)
4697,1942.11.01,1942,Unprovoked,South Africa,Western Cape Province,Clifton,Swimming,M,18,"FATAL, body not recovered",Y,12:30,"White shark,   according witnesses",FATAL,white shark,Nov,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
4698,1942.11.00,1942,Provoked,Pacific Ocean,Between Hawaii and U.S.A.,,In.,M,,One man drove a knife through rubberized canvas trying to stab a shark & it injured him with its tail PROVOKED INCIDENT,N,12:30,Unknown,,,Nov,Unknown,Unknown,-0.703107,-120.9375,POINT (-120.9375 -0.703107)
4699,1942.11.00,1942,Sea Disaster,Unknown,Off South American coast,,"Dutch,&&.,,",M,,FATAL,Y,12:30,Unknown,FATAL,,Nov,Unknown,Unknown,25.029422,95.8030352,POINT (95.8030352 25.029422)
4700,1942.10.12,1942,Sea Disaster,Solomon Islands,Makora-Ulawa Province,Cape Esperance (near Savo Islands),"His,,.&",M,25,"Foot, hand, elbow & calf lacerated & abraded, thigh gashed",N,12:30,Unknown,,,Oct,SB,OC,-8.7053941,159.1070693851845,POINT (159.1070693851845 -8.705394099999999)
4701,1942.09.30,1942,Sea Disaster,Atlantic Ocean,04.05N-13.23W,,The.,Unknown,,Survivors on life rafts were harassed by sharks,N,12:30,Unknown,,,Sep,Unknown,Unknown,13.581921,-38.320312,POINT (-38.320312 13.581921)
4702,1942.09.12,1942,Sea Disaster,Atlantic Ocean,Unknown,360 miles north of Ascension Island,"The,,.,.",M,,"Calf lacerated. He was rescued by German submarine, which sunk. Rescued by Italian submarine, which sunk. Managed to reach Dakar",N,12:30,Unknown,,,Sep,Unknown,Unknown,13.581921,-38.320312,POINT (-38.320312 13.581921)
4703,1942.09.12,1942,Unprovoked,Australia,Queensland,"Trinity Beach, 17 km northwast of Cairns",Treading,M,24,"Right foot severed & calf removed, leg  surgically amputated below the knee",N,16:30,"Tiger shark,  ",,tiger shark,Sep,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
4704,1942.09.11,1942,Sea Disaster,Southwest Pacific Ocean,Unknown,Southwestern Pacific Base,Adrift,M,,"FATAL, 2 of the 9 airmen killed by sharks",Y,16:30,Tiger shark & others,FATAL,tiger shark,Sep,Unknown,Unknown,46.953835,-124.158208,POINT (-124.158208 46.953835)
4705,1942.08.08,1942,Sea Disaster,Solomon Islands,Unknown,,Japanese..S.,M,,Lacerations to left arm,N,16:30,Unknown,,,Aug,SB,OC,-8.7053941,159.1070693851845,POINT (159.1070693851845 -8.705394099999999)
4706,1942.07.12,1942,Sea Disaster,Atlantic Ocean,Unknown,,The&.,M,32,FATAL Arm bitten,Y,16:30,Unknown,FATAL,,Jul,Unknown,Unknown,13.581921,-38.320312,POINT (-38.320312 13.581921)
4707,1942.07.06,1942,Provoked,Italy,Liguria,Savona,Sculling,M,20,"After he hit the shark with an oar, the shark bit the oar and overturned the boat  PROVOKED INCIDENT",N,16:30,Porbeagle shark,,,Jul,IT,EU,42.6384261,12.674297,POINT (12.674297 42.6384261)
4708,1942.06.11,1942,Sea Disaster,Bay Of Bengal,Unknown,,A.&,M,,FATAL,Y,16:30,Unknown,FATAL,,Jun,Unknown,Unknown,15.6569172,87.6379394,POINT (87.63793939999999 15.6569172)
4709,1942.06.08,1942,Invalid,Brazil,Unknown,,Boating,M,,"Remains  recovered from 440-lb shark, but cause of death was probably drowning",Unknown,16:30,Shark involvement prior death unconfirmed,,,Jun,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
4710,1942.06.04,1942,Unprovoked,USA,Midway Atoll,,"Plane,",M,,Survived,N,16:30,Unknown,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
